problem_difficulty,time_taken,attempts,hints_used,pause_duration,typing_speed,mouse_movement,cognitive_load
2,172.67093549005412,4,2,23.348081018950346,9.563812947906303,488.5018596751762,1
1,64.45559068153834,3,0,12.020296513412132,36.68996185743574,174.62574611038093,0
2,119.02440354975576,5,3,24.637073947988572,18.280483101169057,521.673336304427,1
1,114.92653771594908,3,2,14.22624960635624,27.5578933202181,303.0550079363711,0
1,87.46377004193957,3,1,9.700375471035695,22.244030816758738,352.74474611171007,0
2,164.98604834795006,3,2,38.54230792359896,22.325409245713796,587.9152393084738,1
1,75.65424100087844,2,0,19.039354572360985,20.86619003003213,311.5615776853206,0
2,183.1397693940955,4,1,26.221951229210575,24.089518222989586,352.36783452225376,1
2,119.19162656221928,4,2,25.449400556254865,12.433179674791194,593.2363332473049,1
0,10.0,1,0,11.01174309810948,33.221470198815446,101.46639667796657,0
2,178.8862316742469,5,1,35.377851811547465,14.04392691658659,310.5937388936625,1
0,10.0,3,0,8.425426860062872,36.42025016303251,130.9614803964639,0
2,157.57137736189833,5,1,25.605963523921602,24.710379705497502,538.5123973908286,1
2,147.85348008806847,5,3,32.36322035988808,27.51978266810827,464.1520359069674,1
0,15.280961615999404,3,0,5.711796214679305,36.93703225529986,80.21631431628832,0
0,26.001203028192624,3,0,7.176574048125507,39.76718449346967,50.0,0
2,133.0495301382038,5,4,30.005054600159188,22.449586545362557,541.6126679515627,1
1,120.84511892096998,4,0,13.0676043106287,28.353438181330475,313.99913849928777,1
0,66.08994176723219,1,0,1.0,42.25378813646498,50.0,0
1,76.2852482642331,4,1,12.824598873349906,29.979602642479843,461.7970578788246,0
1,95.51049754937063,4,4,18.86500464689693,28.732700606217342,233.41969306740415,1
1,63.49847058127906,4,1,18.512754488590893,22.90092152548951,50.0,0
0,51.46104318006253,2,0,11.713350547063008,40.74521598962335,52.932576374086295,0
1,110.94018349286628,2,1,13.015844830652439,34.791878523240285,403.09375680363246,1
0,24.094755345846206,1,0,12.904626214733817,36.108610761298586,79.34679634500608,0
1,90.33770116839791,2,0,15.925339152259806,20.158646829053353,136.52202219157212,1
2,148.12469100954658,5,2,28.0220658128184,18.40224678852348,397.19085561501413,1
2,117.63084332639448,5,4,29.518063791471526,27.548853224037597,391.9013584225942,2
0,60.92008295200254,2,0,1.0,46.05974967743875,50.0,0
2,134.66093522235138,3,3,19.975514036865377,17.09768897108707,473.8295023539831,1
2,134.79701455484158,5,4,19.80954741466377,22.277575024949282,549.3854608933952,2
1,86.99160291076333,2,2,20.361085924244097,33.067729565752835,312.8438704961234,1
0,49.91097170724557,2,0,3.4727169413038586,47.45169060744833,117.64037820721214,0
1,78.17393569815938,3,1,25.13790986662359,22.247088518997472,477.9353125760978,0
1,50.956295571931115,3,1,15.016879874461296,24.65585884685178,386.08293403149185,0
1,72.26003878540932,2,0,7.643130759592493,19.95122319381673,377.28046636373006,0
1,98.48280838157982,4,2,11.637912446474079,26.607954008275637,118.68380539021632,1
1,133.79500575618374,4,1,15.586881816096637,35.331527837344176,224.81944025093568,1
1,64.80160067253689,3,2,17.575949320967396,27.201404200221596,140.2976004225124,1
1,64.06996465038341,4,0,10.075811359588132,23.459055350898467,223.09471921543854,1
0,10.0,2,1,7.8424038590313545,41.13318208741049,179.48667126881094,0
2,117.26550017401318,3,4,29.177713785229784,21.261844183936773,460.71714460823745,1
1,114.1138292016286,3,1,11.795262002223348,24.91475273524333,407.24415951599235,1
1,119.8937715072876,2,0,24.845786060295737,27.469770464076,369.31352020628276,0
1,93.55511787160805,3,0,12.336704883247217,30.75288260322813,305.0452773372032,0
1,80.64574455718287,4,3,10.000609628922284,33.729932483458946,409.6046409420315,1
1,125.82287573725253,4,1,7.3538874263672955,26.75563773255474,436.4416009769817,1
1,93.47816083313009,3,2,21.103203493460814,26.035118266446627,345.4387270425778,1
2,171.7887341872087,5,2,25.114414386729514,29.562773447159707,522.996711362213,2
2,139.67102116556367,5,2,22.60357005267805,18.62986884627611,563.3368809274963,1
1,90.88487708447548,4,0,7.629307822840864,31.24717152107027,159.34133126275907,0
2,125.25316709105908,3,3,23.053745382165182,23.24182478197815,488.24285363239346,1
0,42.584979437871695,3,1,16.907226938380557,31.065569824260393,97.60094902836073,0
1,93.81875501546631,2,0,4.277562481194412,29.90736519150747,263.1255689143436,0
0,12.108735351724317,2,0,1.84170799483725,31.77141857663168,50.0,0
0,12.377857009470773,3,0,13.963919850211052,39.34611275616299,199.80452216359774,0
1,122.31917006677487,4,1,21.244865235347614,36.865619509182444,317.0058191543916,0
2,189.43337500923633,5,2,22.146871658593593,15.007658366390281,526.099073219241,1
0,25.737293266653573,2,0,6.01797548467653,31.667904051260884,242.45800712666272,0
1,91.35507145524325,2,1,17.314687023472047,39.438428884332964,280.4671644743126,0
0,38.00228949296434,1,0,5.669192909036337,34.26471412298914,61.12207567891979,0
0,32.96063516319374,3,0,13.92225104804588,32.50710501386504,236.12931244392328,0
0,10.0,2,0,6.698771027289766,48.0951578469509,50.0,0
0,38.55741354380772,2,0,10.677581454815188,34.067650391014226,105.11911199798979,0
2,108.24221930798782,4,3,25.907993845478078,28.22457104864312,426.23575665425847,1
0,15.346316174847619,2,1,1.0,41.37045414085327,129.26791188218357,0
0,40.108542932496356,2,0,1.0,46.419785383367184,157.19649347214408,0
0,41.99988415849674,1,1,1.0,40.93033168047626,162.7590732284046,0
2,133.7985383158102,3,2,23.753570713619972,25.398511823643787,602.6239081898477,1
0,20.831261196261647,1,0,15.392071195071955,35.407755887096165,74.74726731891343,0
0,18.123269820030927,3,0,6.812057314377258,36.93198617988333,80.97787178627182,0
2,147.9431167372786,4,2,24.471059489676176,9.422442644526733,552.6602214351769,1
2,149.46411306728672,5,2,31.19278998077824,24.858907388789255,588.7501693306123,1
2,163.3693625905822,4,1,17.74058162249126,22.09784671657675,369.9696182861646,1
0,19.662062742204327,1,0,2.5515241492588063,34.963376873352885,131.4121174679678,0
2,157.4679238382711,5,4,21.813356730299795,11.255489758410409,460.4755674571822,2
2,160.14031528974382,3,2,26.99020779734069,21.409065743125716,508.7152570384361,1
0,33.96578754743731,2,0,9.479181461769834,48.379772673860955,64.33113467122746,0
2,144.80788355101052,4,3,27.357427760136147,19.310195387088385,427.7253393707715,1
0,33.612909285508806,2,0,7.436582416094558,36.707769807391415,50.0,0
1,105.03480546787152,2,1,13.194454403910271,25.31462859926016,284.8975985029715,1
2,166.78369735432625,4,2,26.6037992905807,26.246743538831613,535.8405791755896,1
1,126.30745369653812,2,1,10.80081064609805,26.103760877948627,239.69921999262695,1
0,10.199475273874768,3,0,8.370694675038997,38.14410449991159,218.98119668668738,0
2,141.19985218009194,4,1,22.496984976683397,25.208674539593897,745.8450343001416,1
0,10.0,2,0,1.0,43.187408024181586,141.3125120983944,0
1,108.62018928655709,3,2,15.189097179160425,28.335453350066608,295.87644754533153,0
0,23.309849872865065,3,0,1.0,36.50511529375327,50.0,0
2,154.12381964058653,4,1,32.37185035998004,27.327891448726906,537.0058088367979,1
2,137.9132286110672,3,3,28.985494984558493,14.418151624470092,647.71757333683,1
1,83.4659201004435,2,0,16.68484925123901,28.94857407436308,494.8479410097344,0
0,54.463802108533166,2,1,1.0,32.47061756328849,239.61557984866903,0
2,163.88466820971968,4,3,21.499049084632926,25.944335889685178,584.3309628306109,1
1,87.76955884682108,4,2,15.20279217435926,27.62557062058497,341.01933700471636,1
2,165.35627838952794,5,3,23.684476144873962,16.501871006421723,395.1331969119616,2
2,165.7980016007575,5,2,16.557175172762637,23.308312326923637,490.0278452169862,1
0,22.171489666265295,2,1,1.0,32.8724231434893,78.41218625288748,0
2,120.61840878727583,5,3,23.58452801543211,23.176906906094203,490.67959645927465,1
0,12.016767459959215,3,0,1.0,38.197286039662465,50.0,0
2,123.18942793234966,3,2,31.85693661941631,13.973503926099028,575.7861968436376,1
1,113.28869291985814,4,0,17.472691797029164,25.048685148690907,272.61352065929566,0
2,176.76230432895363,3,3,20.982679453804845,16.578999502191312,464.49695928565,1
0,61.727477603180326,1,0,10.845774140078568,37.779781622681305,50.0,0
0,10.0,3,0,9.838532943368447,34.00736963079393,123.22999882743702,0
1,111.42801820747442,2,2,16.444791781934597,31.47257994784023,449.6774526055796,0
2,194.2438261876937,4,4,24.80206883268023,13.876390080221658,498.97917033894623,2
2,172.2397542762129,4,3,23.507630958850804,8.174387734308556,528.1740548466289,2
1,46.97540764258661,4,0,12.300306461091717,39.59809814398761,493.5260563040066,0
2,185.36596616793543,4,0,18.31604040396073,20.989637745494836,620.344253925129,1
2,150.83378074263882,3,2,32.641643775489996,30.047457958227874,558.7744817552198,1
0,25.35201786999057,2,1,2.3974339061439167,34.78170324986475,154.56977662574383,0
2,159.02190593165957,5,4,25.141003048561664,22.398973571439992,439.69340922070865,1
2,129.01986154859028,5,2,20.448760718496906,24.4730434943163,429.913055111739,1
1,90.05564741843158,2,0,13.70274741695335,29.05326870913372,314.14081530050345,0
1,122.40859290208147,4,0,29.25388711934871,22.777750122106596,316.67741051582897,0
0,42.44793741046576,2,1,1.370010481273864,38.677594328888524,50.0,0
2,151.16802944205335,5,2,32.24297887270776,23.1319846654812,570.329666394744,1
2,151.79216319855217,3,3,24.860972414230506,22.941102249503494,472.2702111502881,1
2,126.37212033402398,5,3,28.399692317473228,19.991856937709716,612.7320735712877,1
0,27.000242172005493,2,0,11.222901276981258,44.48643971585873,94.45914882106523,0
0,10.0,1,1,6.361336922029988,44.250430607461766,85.6079769964133,0
1,110.44881904787621,3,2,13.24146421809855,27.381661999702484,206.26035504940194,0
0,10.0,1,0,4.069545108587803,32.39790172570896,50.0,0
2,167.0980075924142,5,4,24.23785759176831,20.952169540053944,631.7764365077601,1
2,169.58821801668122,3,3,34.32185278457706,16.266812169897968,526.896374698898,1
0,56.375292314543884,1,0,1.0,40.71874300449645,138.9302380522639,0
2,151.73718326323606,5,3,16.146365211036034,26.727649267759496,660.0646956883122,2
2,168.33256932315058,4,3,16.479735414011163,22.18746007935549,368.2411379657757,1
0,26.805067192695677,3,0,1.0,46.48127854610865,167.12557170413908,0
0,10.0,1,0,8.500415385991811,34.94260099491715,50.0,0
2,180.6146478507599,5,2,28.807096462020986,25.43727869340346,456.2348057946628,1
2,148.06228340769852,3,2,21.962486792966462,28.38298965825833,385.4912975291464,1
2,121.80977365053612,5,2,24.8575423617008,20.32161003354013,585.85905459322,2
1,80.66370108420436,4,0,9.418506824560826,41.610266968488446,111.0273647940376,0
1,81.45350634863658,3,1,9.88223856296816,25.712843941356972,276.99154886472047,0
1,99.23393836248424,2,1,17.899334195057726,26.80583065120274,184.12298068016224,0
0,76.94094966745462,2,0,10.238420305541986,43.24967775214234,50.0,0
1,100.4483722656513,2,1,12.615905877849286,30.272327724150944,229.92888358124262,0
0,34.1368770399305,3,0,13.175075604154017,36.285463336093855,231.91045374986325,0
0,79.11552399125111,1,1,9.828026743930549,43.09552038307884,66.47705499684689,0
1,109.57787079825451,3,1,22.958629261277753,31.777707566661967,472.73256960149024,1
1,95.08498408269857,3,2,13.495309654525409,27.068616617338755,493.6586326846534,1
1,80.4117628236381,3,0,22.603431228163227,30.945258130221863,511.3683868623553,0
2,156.32400152409122,3,3,35.89771319987888,23.79512760315463,494.12330790478563,1
1,88.67219191813727,3,0,12.937412333219903,26.957706067507438,321.0357139371361,0
2,151.82868255117992,4,2,24.22915480815957,22.58497904820444,537.7955642862775,1
0,56.288048495389454,2,0,1.0,35.664783862393264,63.251217143923604,0
2,139.19355633725024,5,2,19.27892451919586,16.630878095125766,542.4370258841952,1
1,100.27081416327027,4,1,9.337243293668525,35.55793656610139,206.48037928633528,1
0,48.97879979675188,1,1,1.0,43.06873146553215,50.0,0
0,16.75774966351181,1,0,6.373689894927856,30.56581245946138,171.41345994216135,0
0,13.547571690217982,2,0,1.1540023028932427,38.12887687478733,65.02266952834965,0
2,146.99316154838192,5,2,26.22081277293434,22.4484838729658,402.33081619611374,1
1,80.76740819487078,3,2,16.324225755974762,30.69432808594169,214.9773697330756,1
0,53.04665217483008,2,0,2.649378030628106,43.09102122591976,251.51218207653986,0
0,10.0,3,0,4.686814477153474,40.579908298911484,146.41127909220955,0
0,31.3694273705734,3,0,2.3604380365684356,39.337011632603335,50.0,0
2,200.9209666680895,5,3,23.446301133617737,19.184189320813793,381.30135874121436,1
2,158.26113067572365,3,3,20.955685127678926,25.45589656797268,470.81203941829807,1
1,101.58580288609771,2,0,15.420523448914082,33.47469793215312,347.6409358342032,0
2,173.2136499139425,4,2,21.997270672700836,22.02371901872731,420.54286216271504,2
0,20.741018691492812,1,0,1.0,40.444165494503885,82.70533251546719,0
1,68.37160742509192,4,0,17.967144444242685,27.25590654309891,311.45511882301764,1
0,33.5302255232549,3,0,8.136456006427316,38.466231679192305,113.52684091026755,0
0,35.30807656697075,1,0,10.558492678220535,45.32335562218439,50.0,0
2,117.63578410573678,4,4,19.878013126979106,24.85251247268108,522.1641371803065,1
1,97.50143829365555,3,3,12.595363466445066,26.75713785152283,126.7140357059651,0
2,171.3970099740208,3,4,26.152477025448615,20.499599238624505,471.36015184990436,1
2,131.74103853951982,4,3,22.489800615938698,22.492336613070325,449.85849530915016,1
1,98.71111696749627,3,1,17.854559919039108,32.16592205703332,192.12671007998142,0
0,47.84527320740268,2,0,7.4896644374196795,42.12741341531716,184.3167204001216,0
0,41.73356417060161,3,0,7.396476780955331,34.43962590811632,50.0,0
1,103.62012477483114,4,0,22.29833616652132,24.142579557260948,247.70631106125353,1
0,25.103995163873975,1,0,8.220385372292247,45.850973716806564,187.87341730031906,0
1,67.44991324518807,4,1,15.769455557407131,37.54512599445927,244.84995940103394,1
1,81.05707075232174,3,1,14.032322567017316,22.592394304782715,224.14900093145746,0
2,138.2788579625875,5,2,24.380679459115917,19.861199316776684,473.184455594737,2
1,88.39481907584909,2,1,9.678949230799633,34.070253986666614,354.05025205710984,0
2,171.8654181091986,5,4,16.171449065249895,8.981107481201276,644.6307604794206,2
0,10.0,2,0,7.318780638655319,34.63331070960478,50.0,0
0,32.88500045634782,2,1,11.118164687815328,39.539014889364346,50.0,0
0,10.0,1,1,3.3494253834863166,37.013806719708924,72.36645950734655,0
0,15.199061643544574,3,0,12.935470795162987,41.045717505727744,123.01406512671753,0
2,161.17481505223682,5,2,24.11743783459265,27.352410138418442,422.9753336002641,1
0,10.0,3,1,1.0,35.736011862433834,168.85633678861547,0
1,104.68488579405957,3,1,19.591246268648014,30.251364456576873,208.27222485474374,0
1,62.9567110675055,2,1,12.603558813809274,28.276019385029084,109.91454105040373,0
1,103.3396080687632,4,1,20.043893387600068,30.681826540365694,353.1775281165677,0
2,119.00937460842977,4,2,18.612362580341802,20.02900059558047,564.7589473146245,1
0,17.64374641486769,2,0,7.06022081073825,53.18599099566271,204.46506356327598,0
0,67.92988766259123,2,0,1.0,47.447887294237894,50.0,0
0,64.17092739533773,3,0,6.007024332811778,32.09532239681384,50.0,0
2,141.7495069496571,5,3,28.83303347287678,15.499326185137457,474.8941831801258,2
1,97.79921172059802,4,0,17.672005006469426,26.11071370895693,475.69581734178837,0
1,114.08136037769768,4,0,15.346839165150463,23.828622579360996,284.0798605020941,1
0,43.62592348840942,3,0,1.0,33.158185096054325,50.0,0
1,84.53071507090351,4,1,18.65172090275883,29.10816787652609,329.6740464754792,1
1,75.02729371927333,4,0,20.157152189978,26.301562179941794,430.9456225796114,1
2,167.36206285915858,5,2,19.785014879217286,15.546031667670176,609.6638942960835,2
2,172.61406617229002,5,3,20.51985392847,30.102369885463983,556.1798164327798,1
2,184.31403668788775,4,2,30.36778679016456,16.645611896201597,526.2632367108165,1
2,116.25501153093859,5,3,23.957792187153668,17.784161360933993,273.2247690549108,1
0,10.0,1,0,1.0,43.707282434963076,102.56664550537121,0
2,173.23847204294162,4,3,26.362772067596364,17.76735763962793,517.8140262531737,1
1,58.96938906499646,4,0,11.807378060227908,24.171632447741487,284.0090325748907,0
0,54.770999098238654,1,0,5.805210657029906,38.71030148074135,170.70998874893644,0
1,85.70134988029216,4,1,12.93396664576826,40.04366711448051,282.40021972273047,1
1,79.5817236132663,2,0,13.362445899597278,27.592789548675377,263.14367949972,0
1,94.10857192542939,2,0,20.55198691928726,25.44116632085075,403.89977216522544,0
2,123.09263095529002,3,4,12.657376599374965,22.101151654245108,458.64112862243167,1
2,166.48029661196705,3,2,27.77375377217622,18.470427561700145,506.46540721391233,1
0,63.792739953893935,2,0,9.727253891332468,53.69497063836523,189.7531279681882,0
0,47.411524316284826,2,0,1.8900292941117236,36.065515241366995,50.0,0
2,145.06982614891717,3,2,29.688826771815755,28.66865360105025,388.0813667838631,1
1,59.23928584469118,4,1,10.204880165795881,35.81694774944523,435.79401556508526,1
0,10.0,1,0,1.700082271681862,38.09327348439053,50.0,0
2,123.40713395521385,4,3,21.124164782044826,19.982423526718016,569.24324316861,1
2,149.75443445775366,5,3,29.756460818012922,14.85060070727744,322.46789681597267,1
2,152.26800126545209,4,1,16.275261566660834,17.307792351884938,249.69484068913314,1
1,107.3688702148199,3,0,23.200736130127872,28.057770851988327,336.423005834526,1
2,114.07942027033849,5,2,23.475307169430554,20.78926765505228,487.2479348210525,1
2,176.22420460784798,3,2,28.07456077078678,12.936599370129686,537.3631441664047,1
2,163.88812637890743,3,4,27.643539606818656,21.55742335168146,687.4708802609839,2
2,143.4632741387573,3,4,25.756158941032595,19.27065789351676,376.26581800876147,1
0,10.0,1,2,1.9965696926122014,41.990539005064164,103.81878942464296,0
0,54.98281283382238,3,0,11.211862814639272,42.73653321122179,247.74660855825869,0
2,143.99812077525232,5,2,22.42574367139448,18.870322780721075,390.70098865033407,1
1,89.59962201311143,4,3,11.343756711395478,32.44098888445643,241.5272964227167,1
0,37.67223941575864,2,0,9.388551417617665,39.56411919287034,50.0,0
2,131.73602188436777,5,4,25.72874809768435,23.71736494714033,723.7849259168582,2
0,24.35638841949502,1,0,11.789107875581005,41.58062908179862,50.0,0
0,47.306338040407596,2,0,4.686664542722501,40.90520750573021,179.85857026434422,0
1,105.2819215699255,2,0,11.745623136521267,29.48777011932967,168.0200039219821,0
2,165.46214413390476,3,2,26.373717365119493,26.479079564750062,394.9107767601304,1
2,126.89640497719137,5,4,22.761914219562982,22.025926146475115,606.3953937223217,1
1,85.26839298541718,4,1,11.890387443471472,23.392687635007007,225.7489567705557,0
1,82.07212329904391,2,1,19.15944096827937,27.640246153680597,365.17875712270694,0
2,158.50357684549402,3,3,34.15777533637514,18.857075958365822,638.0031583844992,1
2,156.71315979297796,4,2,23.76769104040755,19.994384198470968,520.0696985652362,1
1,93.10854661485872,4,1,10.126294068570346,30.883536756132536,388.9285849214163,1
0,79.31467910839858,2,0,4.232718250500906,35.27891642861594,108.06731956026829,0
0,24.183878397119244,2,0,7.574006149479617,39.66001069792537,112.70060852785464,0
1,81.84353827862911,3,0,16.28739764238735,28.42939326372565,236.50709041617728,0
0,10.0,1,0,10.97115847235856,45.423721213769795,292.8859433673126,0
1,59.24305348142259,3,1,18.3254491913785,25.02460845339362,374.284449411533,0
0,10.0,2,0,1.0,39.91310699995917,152.1805274452674,0
0,15.626361491134404,1,0,2.533408246796124,36.5730744382977,177.02947580796035,0
2,176.20146188875705,5,3,18.09582940012337,29.314979577598965,432.2709664883657,1
2,150.78327808723716,5,1,30.723396728150938,26.283068013267403,593.0971885852448,1
0,33.866613339054666,2,0,1.0,31.788210423047012,255.58807814919126,0
0,28.074533835958068,1,0,1.0,36.01893157457131,50.0,0
2,157.30601986043578,5,2,22.440987669974135,24.354616460338598,554.1562801538353,1
2,178.04144294435687,4,5,27.819587015524085,22.28641524021601,506.27900698337913,2
2,110.12138327463929,4,2,22.391732931471743,22.12965891323157,448.0815063624505,1
1,114.3667463117076,2,0,13.17385293142754,30.95426352879795,190.67440095548048,0
0,10.0,2,0,3.2723606336364996,44.75599942533957,205.19196629879784,0
2,150.56405423043856,5,3,25.86391311179123,23.904883021987295,520.7989662924956,1
0,73.83814709488831,1,0,1.0,38.5472193014025,79.28699964977923,0
1,103.61315879063088,4,2,10.264114759759764,24.003707500365365,354.23821134998224,1
1,97.46117870641274,4,1,23.404618493979456,21.54967369403426,287.2519212480882,0
2,190.03891933605945,5,4,27.011995485985057,19.481806373814496,429.5928278252921,2
1,75.93874203997713,3,0,18.803910859264228,20.8004916787812,312.8952047945549,0
0,38.679348449300946,2,0,5.290142657276084,41.25498361837705,97.1994036418148,0
2,161.56234194947785,5,2,24.2985987587863,18.45984230941295,322.58120484816357,2
0,19.551957315459486,3,0,7.285654730476402,49.71955518230719,50.0,0
0,21.31779641008039,1,0,8.638068418380664,41.715646362461534,50.0,0
1,79.12441133553321,2,4,19.230378373458596,29.853874102188406,134.8597724844301,1
1,91.74629948017127,3,3,14.367202200903298,21.919151401348355,346.76993729226194,1
1,100.93383211542626,3,1,19.776882781391606,23.688394573419977,233.12330701700918,0
1,92.46460545829325,2,1,2.668916055851893,33.40677071133135,404.1406295519125,1
1,104.1892363485971,4,1,19.461435048625606,28.43451669505467,117.14036836560581,1
2,110.61705428052905,4,1,22.86547021628099,32.6768787401975,470.2246065166774,1
0,25.634976725143268,3,0,7.766912231508486,39.58474352582369,50.0,0
0,10.0,1,0,1.7533613715206835,40.844611400693765,50.0,0
0,36.034450253657965,2,1,1.0,33.41551509261036,100.50870321814767,0
0,35.738348573446466,2,0,6.6985201565833385,44.737157827576574,50.0,0
1,87.68755770085089,2,0,7.492347383394003,25.371395562921116,322.27158396222853,0
0,40.20558021064142,2,0,3.0016128588864643,42.622060409553434,172.07587592734535,0
2,169.95625436528056,3,1,20.937851544479237,24.058966570853144,526.7553176324757,1
2,148.78958955387384,4,4,24.12483730853262,20.475966295340132,539.388349597587,2
0,10.0,1,0,8.986045597986362,48.78485467818652,203.12349050740016,0
0,10.0,2,0,2.550773572727545,36.946484641748754,97.3236598872962,0
2,150.72220350660257,5,3,26.57288773706306,28.37770106560774,417.3972357114813,1
2,154.83733403027082,5,5,28.69673019113544,13.64526990700049,439.10484948438756,2
1,70.60952220960041,4,1,11.963724746031064,33.99514245939818,241.26258853017754,1
2,164.51533646326067,4,2,22.036232356404486,19.287932593542717,395.66612984563983,1
1,80.82086228350853,3,0,21.846644511001053,26.45933704443366,378.4211303442357,1
1,56.87134269657699,4,2,14.603056801110464,21.69360625633992,352.69028286833725,1
1,115.12872684690379,4,1,17.545693965659375,28.696654280415938,133.49967649191623,1
1,112.87975838404327,2,3,17.50780546179612,28.380924599096474,217.367553718466,1
1,49.68801126673804,2,2,9.01006196961011,30.86453111477229,190.80146451185334,0
0,18.747994366926154,1,0,1.195620619140025,43.624074881553696,131.734600575341,0
2,137.96832637171448,5,1,26.8767368177001,15.957669134473274,607.6509511123356,2
1,122.78977318835005,4,1,4.6634255663817825,38.791338405853,344.8186023341783,1
2,148.01414579916687,5,2,23.943511914807875,17.307326438471907,429.88075383533373,1
2,120.08243603889164,3,3,20.673580638036086,23.010969895137,468.10216976614464,1
1,107.64209564481757,3,2,20.552530709883268,30.450836916316415,160.71487434316992,1
0,10.0,3,0,6.7305772657747465,39.00645143172209,50.0,0
1,84.79319018556478,3,1,20.956231486953385,30.20028591132516,384.6049714924693,0
0,14.604622442382464,2,0,4.804376832233236,35.29856240914698,244.41122031312545,0
2,138.7908980344012,4,3,24.43055403616489,18.062169337137842,428.5231471190433,1
0,48.74516179127878,1,0,3.4753524046021753,33.30122373351925,104.81188201325301,0
0,60.426603226643316,2,0,2.4846530022245386,37.25364831939865,172.0523760001269,0
0,10.0,3,1,18.423281695279925,37.66666536491031,50.0,0
2,162.52152851015634,3,3,29.035847578966113,24.226106813856717,395.13133883644036,1
2,135.34492740620007,5,2,19.669057270316088,18.340374033264723,699.3635485244585,2
0,15.966561799518487,3,1,18.196544345810892,37.75959188131314,50.0,0
0,39.81272442845429,1,0,2.975100324988635,41.10020083327019,63.81656905808421,0
1,69.4419446857261,4,0,16.60576000088428,30.904263046612815,239.7065639603968,0
0,39.41205201550089,3,0,9.697986859359329,37.04479664342522,50.0,0
1,104.6022671301947,2,2,7.310230364637496,31.97114196259399,308.2722538504418,0
0,21.34935476601963,3,1,1.0,39.10676401160973,97.47483757011322,0
1,116.54156204027333,3,2,23.24082412285345,27.03668349672497,318.0851214420124,1
2,124.54350775876986,5,3,23.875856683318023,17.52260584530503,491.54244426519836,1
0,56.90812381223344,2,1,9.99335058380436,44.74675344675971,54.01390590118087,0
0,10.0,3,0,2.732657796768273,37.67286003370221,50.0,0
0,83.99428280839018,1,0,4.524701972565791,41.305626682530715,50.0,0
0,21.87595522756335,1,1,13.9262843303825,33.587998678097684,50.0,0
1,66.75385687224764,4,0,17.187561211490113,35.5765249919613,216.6195387612692,0
0,25.346561829600027,1,0,3.2757611653450067,37.08502862920754,50.0,0
2,129.07044114751142,5,2,21.583182695985762,22.001447483719435,557.3410493895235,1
2,157.73930597709085,3,4,22.040623037933983,18.742159359984516,530.6102570458012,2
0,57.35314662940294,2,0,11.207800153685454,41.94417078896229,102.71338481818371,0
2,130.13087547886644,5,3,28.8274915431946,22.217201101823463,694.226521085992,1
0,41.58798478348007,2,1,1.0,39.276683698949476,50.0,0
0,10.0,2,0,5.435892784353516,30.670177258528653,211.87768152532965,0
2,170.65909466457225,5,3,24.665917640969973,25.455075547041204,473.99698255122286,1
0,38.32472733855191,2,0,6.58046384784147,39.30048668849582,115.71646849402646,0
